brand,image_file,path,source
acura,Acura_ILX_2019_25_17_200_24_4_70_55_182_24_FWD_5_4_4dr_BqL.jpg,Car Brand Classification Dataset\train\Acura\Acura_ILX_2019_25_17_200_24_4_70_55_182_24_FWD_5_4_4dr_BqL.jpg,dataset1
acura,Acura_ILX_2019_25_17_200_24_4_70_55_182_24_FWD_5_4_4dr_dUQ.jpg,Car Brand Classification Dataset\train\Acura\Acura_ILX_2019_25_17_200_24_4_70_55_182_24_FWD_5_4_4dr_dUQ.jpg,dataset1
acura,Acura_ILX_2019_25_17_200_24_4_70_55_182_24_FWD_5_4_4dr_dwu.jpg,Car Brand Classification Dataset\train\Acura\Acura_ILX_2019_25_17_200_24_4_70_55_182_24_FWD_5_4_4dr_dwu.jpg,dataset1
acura,Acura_ILX_2019_25_17_200_24_4_70_55_182_24_FWD_5_4_4dr_fBc.jpg,Car Brand Classification Dataset\train\Acura\Acura_ILX_2019_25_17_200_24_4_70_55_182_24_FWD_5_4_4dr_fBc.jpg,dataset1
acura,Acura_ILX_2019_25_17_200_24_4_70_55_182_24_FWD_5_4_4dr_hYP.jpg,Car Brand Classification Dataset\train\Acura\Acura_ILX_2019_25_17_200_24_4_70_55_182_24_FWD_5_4_4dr_hYP.jpg,dataset1
acura,Acura_ILX_2019_25_17_200_24_4_70_55_182_24_FWD_5_4_4dr_JBV.jpg,Car Brand Classification Dataset\train\Acura\Acura_ILX_2019_25_17_200_24_4_70_55_182_24_FWD_5_4_4dr_JBV.jpg,dataset1
acura,Acura_ILX_2019_25_17_200_24_4_70_55_182_24_FWD_5_4_4dr_jpG.jpg,Car Brand Classification Dataset\train\Acura\Acura_ILX_2019_25_17_200_24_4_70_55_182_24_FWD_5_4_4dr_jpG.jpg,dataset1
acura,Acura_ILX_2019_25_17_200_24_4_70_55_182_24_FWD_5_4_4dr_ktK.jpg,Car Brand Classification Dataset\train\Acura\Acura_ILX_2019_25_17_200_24_4_70_55_182_24_FWD_5_4_4dr_ktK.jpg,dataset1
acura,Acura_ILX_2019_25_17_200_24_4_70_55_182_24_FWD_5_4_4dr_LDK.jpg,Car Brand Classification Dataset\train\Acura\Acura_ILX_2019_25_17_200_24_4_70_55_182_24_FWD_5_4_4dr_LDK.jpg,dataset1
acura,Acura_ILX_2019_25_17_200_24_4_70_55_182_24_FWD_5_4_4dr_RaS.jpg,Car Brand Classification Dataset\train\Acura\Acura_ILX_2019_25_17_200_24_4_70_55_182_24_FWD_5_4_4dr_RaS.jpg,dataset1
acura,Acura_ILX_2019_25_17_200_24_4_70_55_182_24_FWD_5_4_4dr_ryu.jpg,Car Brand Classification Dataset\train\Acura\Acura_ILX_2019_25_17_200_24_4_70_55_182_24_FWD_5_4_4dr_ryu.jpg,dataset1
acura,Acura_ILX_2019_25_17_200_24_4_70_55_182_24_FWD_5_4_4dr_tuf.jpg,Car Brand Classification Dataset\train\Acura\Acura_ILX_2019_25_17_200_24_4_70_55_182_24_FWD_5_4_4dr_tuf.jpg,dataset1
acura,Acura_ILX_2019_25_17_200_24_4_70_55_182_24_FWD_5_4_4dr_urJ.jpg,Car Brand Classification Dataset\train\Acura\Acura_ILX_2019_25_17_200_24_4_70_55_182_24_FWD_5_4_4dr_urJ.jpg,dataset1
acura,Acura_ILX_2020_25_17_200_24_4_70_55_182_24_FWD_5_4_4dr_IPX.jpg,Car Brand Classification Dataset\train\Acura\Acura_ILX_2020_25_17_200_24_4_70_55_182_24_FWD_5_4_4dr_IPX.jpg,dataset1
acura,Acura_ILX_2020_25_17_200_24_4_70_55_182_24_FWD_5_4_4dr_kXz.jpg,Car Brand Classification Dataset\train\Acura\Acura_ILX_2020_25_17_200_24_4_70_55_182_24_FWD_5_4_4dr_kXz.jpg,dataset1
acura,Acura_ILX_2020_25_17_200_24_4_70_55_182_24_FWD_5_4_4dr_mYm.jpg,Car Brand Classification Dataset\train\Acura\Acura_ILX_2020_25_17_200_24_4_70_55_182_24_FWD_5_4_4dr_mYm.jpg,dataset1
acura,Acura_ILX_2020_25_17_200_24_4_70_55_182_24_FWD_5_4_4dr_TRM.jpg,Car Brand Classification Dataset\train\Acura\Acura_ILX_2020_25_17_200_24_4_70_55_182_24_FWD_5_4_4dr_TRM.jpg,dataset1
acura,Acura_ILX_2020_25_17_200_24_4_70_55_182_24_FWD_5_4_4dr_UZf.jpg,Car Brand Classification Dataset\train\Acura\Acura_ILX_2020_25_17_200_24_4_70_55_182_24_FWD_5_4_4dr_UZf.jpg,dataset1
acura,Acura_ILX_2020_25_17_200_24_4_70_55_182_24_FWD_5_4_4dr_XzS.jpg,Car Brand Classification Dataset\train\Acura\Acura_ILX_2020_25_17_200_24_4_70_55_182_24_FWD_5_4_4dr_XzS.jpg,dataset1
acura,Acura_MDX_2011_42_18_300_37_6_78_68_191_16_AWD_7_4_SUV_AYx.jpg,Car Brand Classification Dataset\train\Acura\Acura_MDX_2011_42_18_300_37_6_78_68_191_16_AWD_7_4_SUV_AYx.jpg,dataset1
acura,Acura_MDX_2011_42_18_300_37_6_78_68_191_16_AWD_7_4_SUV_bmG.jpg,Car Brand Classification Dataset\train\Acura\Acura_MDX_2011_42_18_300_37_6_78_68_191_16_AWD_7_4_SUV_bmG.jpg,dataset1
acura,Acura_MDX_2011_42_18_300_37_6_78_68_191_16_AWD_7_4_SUV_BqQ.jpg,Car Brand Classification Dataset\train\Acura\Acura_MDX_2011_42_18_300_37_6_78_68_191_16_AWD_7_4_SUV_BqQ.jpg,dataset1
acura,Acura_MDX_2011_42_18_300_37_6_78_68_191_16_AWD_7_4_SUV_hMH.jpg,Car Brand Classification Dataset\train\Acura\Acura_MDX_2011_42_18_300_37_6_78_68_191_16_AWD_7_4_SUV_hMH.jpg,dataset1
acura,Acura_MDX_2011_42_18_300_37_6_78_68_191_16_AWD_7_4_SUV_HxU.jpg,Car Brand Classification Dataset\train\Acura\Acura_MDX_2011_42_18_300_37_6_78_68_191_16_AWD_7_4_SUV_HxU.jpg,dataset1
acura,Acura_MDX_2011_42_18_300_37_6_78_68_191_16_AWD_7_4_SUV_ILy.jpg,Car Brand Classification Dataset\train\Acura\Acura_MDX_2011_42_18_300_37_6_78_68_191_16_AWD_7_4_SUV_ILy.jpg,dataset1
acura,Acura_MDX_2011_42_18_300_37_6_78_68_191_16_AWD_7_4_SUV_KBL.jpg,Car Brand Classification Dataset\train\Acura\Acura_MDX_2011_42_18_300_37_6_78_68_191_16_AWD_7_4_SUV_KBL.jpg,dataset1
acura,Acura_MDX_2011_42_18_300_37_6_78_68_191_16_AWD_7_4_SUV_lBp.jpg,Car Brand Classification Dataset\train\Acura\Acura_MDX_2011_42_18_300_37_6_78_68_191_16_AWD_7_4_SUV_lBp.jpg,dataset1
acura,Acura_MDX_2011_42_18_300_37_6_78_68_191_16_AWD_7_4_SUV_LUh.jpg,Car Brand Classification Dataset\train\Acura\Acura_MDX_2011_42_18_300_37_6_78_68_191_16_AWD_7_4_SUV_LUh.jpg,dataset1
acura,Acura_MDX_2011_42_18_300_37_6_78_68_191_16_AWD_7_4_SUV_NrV.jpg,Car Brand Classification Dataset\train\Acura\Acura_MDX_2011_42_18_300_37_6_78_68_191_16_AWD_7_4_SUV_NrV.jpg,dataset1
acura,Acura_MDX_2011_42_18_300_37_6_78_68_191_16_AWD_7_4_SUV_rpY.jpg,Car Brand Classification Dataset\train\Acura\Acura_MDX_2011_42_18_300_37_6_78_68_191_16_AWD_7_4_SUV_rpY.jpg,dataset1
acura,Acura_MDX_2011_42_18_300_37_6_78_68_191_16_AWD_7_4_SUV_rVh.jpg,Car Brand Classification Dataset\train\Acura\Acura_MDX_2011_42_18_300_37_6_78_68_191_16_AWD_7_4_SUV_rVh.jpg,dataset1
acura,Acura_MDX_2011_42_18_300_37_6_78_68_191_16_AWD_7_4_SUV_vms.jpg,Car Brand Classification Dataset\train\Acura\Acura_MDX_2011_42_18_300_37_6_78_68_191_16_AWD_7_4_SUV_vms.jpg,dataset1
acura,Acura_MDX_2011_42_18_300_37_6_78_68_191_16_AWD_7_4_SUV_WBt.jpg,Car Brand Classification Dataset\train\Acura\Acura_MDX_2011_42_18_300_37_6_78_68_191_16_AWD_7_4_SUV_WBt.jpg,dataset1
acura,Acura_MDX_2012_43_18_300_37_6_78_68_191_16_AWD_7_4_SUV_btE.jpg,Car Brand Classification Dataset\train\Acura\Acura_MDX_2012_43_18_300_37_6_78_68_191_16_AWD_7_4_SUV_btE.jpg,dataset1
acura,Acura_MDX_2012_43_18_300_37_6_78_68_191_16_AWD_7_4_SUV_GnR.jpg,Car Brand Classification Dataset\train\Acura\Acura_MDX_2012_43_18_300_37_6_78_68_191_16_AWD_7_4_SUV_GnR.jpg,dataset1
acura,Acura_MDX_2012_43_18_300_37_6_78_68_191_16_AWD_7_4_SUV_ikU.jpg,Car Brand Classification Dataset\train\Acura\Acura_MDX_2012_43_18_300_37_6_78_68_191_16_AWD_7_4_SUV_ikU.jpg,dataset1
acura,Acura_MDX_2012_43_18_300_37_6_78_68_191_16_AWD_7_4_SUV_SvO.jpg,Car Brand Classification Dataset\train\Acura\Acura_MDX_2012_43_18_300_37_6_78_68_191_16_AWD_7_4_SUV_SvO.jpg,dataset1
acura,Acura_MDX_2013_43_18_300_37_6_78_68_191_nan_AWD_7_4_SUV_HCv.jpg,Car Brand Classification Dataset\train\Acura\Acura_MDX_2013_43_18_300_37_6_78_68_191_nan_AWD_7_4_SUV_HCv.jpg,dataset1
acura,Acura_MDX_2013_43_18_300_37_6_78_68_191_nan_AWD_7_4_SUV_xNr.jpg,Car Brand Classification Dataset\train\Acura\Acura_MDX_2013_43_18_300_37_6_78_68_191_nan_AWD_7_4_SUV_xNr.jpg,dataset1
acura,Acura_MDX_2014_42_18_290_35_6_77_67_193_20_FWD_7_4_SUV_fbh.jpg,Car Brand Classification Dataset\train\Acura\Acura_MDX_2014_42_18_290_35_6_77_67_193_20_FWD_7_4_SUV_fbh.jpg,dataset1
acura,Acura_MDX_2014_42_18_290_35_6_77_67_193_20_FWD_7_4_SUV_fSe.jpg,Car Brand Classification Dataset\train\Acura\Acura_MDX_2014_42_18_290_35_6_77_67_193_20_FWD_7_4_SUV_fSe.jpg,dataset1
acura,Acura_MDX_2014_42_18_290_35_6_77_67_193_20_FWD_7_4_SUV_Gbd.jpg,Car Brand Classification Dataset\train\Acura\Acura_MDX_2014_42_18_290_35_6_77_67_193_20_FWD_7_4_SUV_Gbd.jpg,dataset1
acura,Acura_MDX_2014_42_18_290_35_6_77_67_193_20_FWD_7_4_SUV_geS.jpg,Car Brand Classification Dataset\train\Acura\Acura_MDX_2014_42_18_290_35_6_77_67_193_20_FWD_7_4_SUV_geS.jpg,dataset1
acura,Acura_MDX_2014_42_18_290_35_6_77_67_193_20_FWD_7_4_SUV_gGv.jpg,Car Brand Classification Dataset\train\Acura\Acura_MDX_2014_42_18_290_35_6_77_67_193_20_FWD_7_4_SUV_gGv.jpg,dataset1
acura,Acura_MDX_2014_42_18_290_35_6_77_67_193_20_FWD_7_4_SUV_hdR.jpg,Car Brand Classification Dataset\train\Acura\Acura_MDX_2014_42_18_290_35_6_77_67_193_20_FWD_7_4_SUV_hdR.jpg,dataset1
acura,Acura_MDX_2014_42_18_290_35_6_77_67_193_20_FWD_7_4_SUV_ibm.jpg,Car Brand Classification Dataset\train\Acura\Acura_MDX_2014_42_18_290_35_6_77_67_193_20_FWD_7_4_SUV_ibm.jpg,dataset1
acura,Acura_MDX_2014_42_18_290_35_6_77_67_193_20_FWD_7_4_SUV_ixd.jpg,Car Brand Classification Dataset\train\Acura\Acura_MDX_2014_42_18_290_35_6_77_67_193_20_FWD_7_4_SUV_ixd.jpg,dataset1
acura,Acura_MDX_2014_42_18_290_35_6_77_67_193_20_FWD_7_4_SUV_jLj.jpg,Car Brand Classification Dataset\train\Acura\Acura_MDX_2014_42_18_290_35_6_77_67_193_20_FWD_7_4_SUV_jLj.jpg,dataset1
acura,Acura_MDX_2014_42_18_290_35_6_77_67_193_20_FWD_7_4_SUV_JQG.jpg,Car Brand Classification Dataset\train\Acura\Acura_MDX_2014_42_18_290_35_6_77_67_193_20_FWD_7_4_SUV_JQG.jpg,dataset1
acura,Acura_MDX_2014_42_18_290_35_6_77_67_193_20_FWD_7_4_SUV_Kir.jpg,Car Brand Classification Dataset\train\Acura\Acura_MDX_2014_42_18_290_35_6_77_67_193_20_FWD_7_4_SUV_Kir.jpg,dataset1
acura,Acura_MDX_2014_42_18_290_35_6_77_67_193_20_FWD_7_4_SUV_kwv.jpg,Car Brand Classification Dataset\train\Acura\Acura_MDX_2014_42_18_290_35_6_77_67_193_20_FWD_7_4_SUV_kwv.jpg,dataset1
acura,Acura_MDX_2014_42_18_290_35_6_77_67_193_20_FWD_7_4_SUV_NCr.jpg,Car Brand Classification Dataset\train\Acura\Acura_MDX_2014_42_18_290_35_6_77_67_193_20_FWD_7_4_SUV_NCr.jpg,dataset1
acura,Acura_MDX_2014_42_18_290_35_6_77_67_193_20_FWD_7_4_SUV_oeM.jpg,Car Brand Classification Dataset\train\Acura\Acura_MDX_2014_42_18_290_35_6_77_67_193_20_FWD_7_4_SUV_oeM.jpg,dataset1
acura,Acura_MDX_2014_42_18_290_35_6_77_67_193_20_FWD_7_4_SUV_OHc.jpg,Car Brand Classification Dataset\train\Acura\Acura_MDX_2014_42_18_290_35_6_77_67_193_20_FWD_7_4_SUV_OHc.jpg,dataset1
acura,Acura_MDX_2014_42_18_290_35_6_77_67_193_20_FWD_7_4_SUV_oiQ.jpg,Car Brand Classification Dataset\train\Acura\Acura_MDX_2014_42_18_290_35_6_77_67_193_20_FWD_7_4_SUV_oiQ.jpg,dataset1
acura,Acura_MDX_2014_42_18_290_35_6_77_67_193_20_FWD_7_4_SUV_oNV.jpg,Car Brand Classification Dataset\train\Acura\Acura_MDX_2014_42_18_290_35_6_77_67_193_20_FWD_7_4_SUV_oNV.jpg,dataset1
acura,Acura_MDX_2014_42_18_290_35_6_77_67_193_20_FWD_7_4_SUV_rTj.jpg,Car Brand Classification Dataset\train\Acura\Acura_MDX_2014_42_18_290_35_6_77_67_193_20_FWD_7_4_SUV_rTj.jpg,dataset1
acura,Acura_MDX_2014_42_18_290_35_6_77_67_193_20_FWD_7_4_SUV_sUB.jpg,Car Brand Classification Dataset\train\Acura\Acura_MDX_2014_42_18_290_35_6_77_67_193_20_FWD_7_4_SUV_sUB.jpg,dataset1
acura,Acura_MDX_2014_42_18_290_35_6_77_67_193_20_FWD_7_4_SUV_xpC.jpg,Car Brand Classification Dataset\train\Acura\Acura_MDX_2014_42_18_290_35_6_77_67_193_20_FWD_7_4_SUV_xpC.jpg,dataset1
acura,Acura_MDX_2014_42_18_290_35_6_77_67_193_20_FWD_7_4_SUV_XRE.jpg,Car Brand Classification Dataset\train\Acura\Acura_MDX_2014_42_18_290_35_6_77_67_193_20_FWD_7_4_SUV_XRE.jpg,dataset1
acura,Acura_MDX_2016_43_18_290_35_6_77_67_193_19_FWD_7_4_SUV_Dbz.jpg,Car Brand Classification Dataset\train\Acura\Acura_MDX_2016_43_18_290_35_6_77_67_193_19_FWD_7_4_SUV_Dbz.jpg,dataset1
acura,Acura_MDX_2016_43_18_290_35_6_77_67_193_19_FWD_7_4_SUV_jLU.jpg,Car Brand Classification Dataset\train\Acura\Acura_MDX_2016_43_18_290_35_6_77_67_193_19_FWD_7_4_SUV_jLU.jpg,dataset1
acura,Acura_MDX_2016_43_18_290_35_6_77_67_193_19_FWD_7_4_SUV_Lif.jpg,Car Brand Classification Dataset\train\Acura\Acura_MDX_2016_43_18_290_35_6_77_67_193_19_FWD_7_4_SUV_Lif.jpg,dataset1
acura,Acura_MDX_2016_43_18_290_35_6_77_67_193_19_FWD_7_4_SUV_pSc.jpg,Car Brand Classification Dataset\train\Acura\Acura_MDX_2016_43_18_290_35_6_77_67_193_19_FWD_7_4_SUV_pSc.jpg,dataset1
acura,Acura_MDX_2016_43_18_290_35_6_77_67_193_19_FWD_7_4_SUV_WhC.jpg,Car Brand Classification Dataset\train\Acura\Acura_MDX_2016_43_18_290_35_6_77_67_193_19_FWD_7_4_SUV_WhC.jpg,dataset1
acura,Acura_MDX_2017_44_18_290_35_6_77_67_196_19_FWD_7_4_SUV_IGo.jpg,Car Brand Classification Dataset\train\Acura\Acura_MDX_2017_44_18_290_35_6_77_67_196_19_FWD_7_4_SUV_IGo.jpg,dataset1
acura,Acura_MDX_2017_44_18_290_35_6_77_67_196_19_FWD_7_4_SUV_IJg.jpg,Car Brand Classification Dataset\train\Acura\Acura_MDX_2017_44_18_290_35_6_77_67_196_19_FWD_7_4_SUV_IJg.jpg,dataset1
acura,Acura_MDX_2017_44_18_290_35_6_77_67_196_19_FWD_7_4_SUV_ocX.jpg,Car Brand Classification Dataset\train\Acura\Acura_MDX_2017_44_18_290_35_6_77_67_196_19_FWD_7_4_SUV_ocX.jpg,dataset1
acura,Acura_MDX_2017_44_18_290_35_6_77_67_196_19_FWD_7_4_SUV_PWF.jpg,Car Brand Classification Dataset\train\Acura\Acura_MDX_2017_44_18_290_35_6_77_67_196_19_FWD_7_4_SUV_PWF.jpg,dataset1
acura,Acura_MDX_2017_44_18_290_35_6_77_67_196_19_FWD_7_4_SUV_RuX.jpg,Car Brand Classification Dataset\train\Acura\Acura_MDX_2017_44_18_290_35_6_77_67_196_19_FWD_7_4_SUV_RuX.jpg,dataset1
acura,Acura_MDX_2017_44_18_290_35_6_77_67_196_19_FWD_7_4_SUV_sEx.jpg,Car Brand Classification Dataset\train\Acura\Acura_MDX_2017_44_18_290_35_6_77_67_196_19_FWD_7_4_SUV_sEx.jpg,dataset1
acura,Acura_MDX_2017_44_18_290_35_6_77_67_196_19_FWD_7_4_SUV_Teg.jpg,Car Brand Classification Dataset\train\Acura\Acura_MDX_2017_44_18_290_35_6_77_67_196_19_FWD_7_4_SUV_Teg.jpg,dataset1
acura,Acura_MDX_2017_44_18_290_35_6_77_67_196_19_FWD_7_4_SUV_tpA.jpg,Car Brand Classification Dataset\train\Acura\Acura_MDX_2017_44_18_290_35_6_77_67_196_19_FWD_7_4_SUV_tpA.jpg,dataset1
acura,Acura_MDX_2017_44_18_290_35_6_77_67_196_19_FWD_7_4_SUV_TwU.jpg,Car Brand Classification Dataset\train\Acura\Acura_MDX_2017_44_18_290_35_6_77_67_196_19_FWD_7_4_SUV_TwU.jpg,dataset1
acura,Acura_MDX_2017_44_18_290_35_6_77_67_196_19_FWD_7_4_SUV_uTE.jpg,Car Brand Classification Dataset\train\Acura\Acura_MDX_2017_44_18_290_35_6_77_67_196_19_FWD_7_4_SUV_uTE.jpg,dataset1
acura,Acura_MDX_2017_44_18_290_35_6_77_67_196_19_FWD_7_4_SUV_vdo.jpg,Car Brand Classification Dataset\train\Acura\Acura_MDX_2017_44_18_290_35_6_77_67_196_19_FWD_7_4_SUV_vdo.jpg,dataset1
acura,Acura_MDX_2017_44_18_290_35_6_77_67_196_19_FWD_7_4_SUV_VIe.jpg,Car Brand Classification Dataset\train\Acura\Acura_MDX_2017_44_18_290_35_6_77_67_196_19_FWD_7_4_SUV_VIe.jpg,dataset1
acura,Acura_MDX_2017_44_18_290_35_6_77_67_196_19_FWD_7_4_SUV_VpA.jpg,Car Brand Classification Dataset\train\Acura\Acura_MDX_2017_44_18_290_35_6_77_67_196_19_FWD_7_4_SUV_VpA.jpg,dataset1
acura,Acura_MDX_2017_44_18_290_35_6_77_67_196_19_FWD_7_4_SUV_YGT.jpg,Car Brand Classification Dataset\train\Acura\Acura_MDX_2017_44_18_290_35_6_77_67_196_19_FWD_7_4_SUV_YGT.jpg,dataset1
