brand,image_file,path
acura,Acura_ILX_2013_28_16_110_15_4_70_55_179_39_FWD_5_4_4dr_aWg.jpg,/srv/groups/group2/data/Dataset/Car Brand Classification Dataset/train/Acura/Acura_ILX_2013_28_16_110_15_4_70_55_179_39_FWD_5_4_4dr_aWg.jpg
acura,Acura_ILX_2013_28_16_110_15_4_70_55_179_39_FWD_5_4_4dr_Gzs.jpg,/srv/groups/group2/data/Dataset/Car Brand Classification Dataset/train/Acura/Acura_ILX_2013_28_16_110_15_4_70_55_179_39_FWD_5_4_4dr_Gzs.jpg
acura,Acura_ILX_2013_28_16_110_15_4_70_55_179_39_FWD_5_4_4dr_Mro.jpg,/srv/groups/group2/data/Dataset/Car Brand Classification Dataset/train/Acura/Acura_ILX_2013_28_16_110_15_4_70_55_179_39_FWD_5_4_4dr_Mro.jpg
acura,Acura_ILX_2013_28_16_110_15_4_70_55_179_39_FWD_5_4_4dr_onJ.jpg,/srv/groups/group2/data/Dataset/Car Brand Classification Dataset/train/Acura/Acura_ILX_2013_28_16_110_15_4_70_55_179_39_FWD_5_4_4dr_onJ.jpg
acura,Acura_ILX_2013_28_16_110_15_4_70_55_179_39_FWD_5_4_4dr_RuR.jpg,/srv/groups/group2/data/Dataset/Car Brand Classification Dataset/train/Acura/Acura_ILX_2013_28_16_110_15_4_70_55_179_39_FWD_5_4_4dr_RuR.jpg
acura,Acura_ILX_2013_28_16_110_15_4_70_55_179_39_FWD_5_4_4dr_Wxn.jpg,/srv/groups/group2/data/Dataset/Car Brand Classification Dataset/train/Acura/Acura_ILX_2013_28_16_110_15_4_70_55_179_39_FWD_5_4_4dr_Wxn.jpg
acura,Acura_ILX_2013_28_16_110_15_4_70_55_179_39_FWD_5_4_4dr_yAs.jpg,/srv/groups/group2/data/Dataset/Car Brand Classification Dataset/train/Acura/Acura_ILX_2013_28_16_110_15_4_70_55_179_39_FWD_5_4_4dr_yAs.jpg
acura,Acura_ILX_2013_28_16_110_15_4_70_55_179_39_FWD_5_4_4dr_ylA.jpg,/srv/groups/group2/data/Dataset/Car Brand Classification Dataset/train/Acura/Acura_ILX_2013_28_16_110_15_4_70_55_179_39_FWD_5_4_4dr_ylA.jpg
acura,Acura_ILX_2014_28_16_110_15_4_70_55_179_39_FWD_5_4_4dr_AWy.jpg,/srv/groups/group2/data/Dataset/Car Brand Classification Dataset/train/Acura/Acura_ILX_2014_28_16_110_15_4_70_55_179_39_FWD_5_4_4dr_AWy.jpg
acura,Acura_ILX_2014_28_16_110_15_4_70_55_179_39_FWD_5_4_4dr_JvV.jpg,/srv/groups/group2/data/Dataset/Car Brand Classification Dataset/train/Acura/Acura_ILX_2014_28_16_110_15_4_70_55_179_39_FWD_5_4_4dr_JvV.jpg
acura,Acura_ILX_2014_28_16_110_15_4_70_55_179_39_FWD_5_4_4dr_Klc.jpg,/srv/groups/group2/data/Dataset/Car Brand Classification Dataset/train/Acura/Acura_ILX_2014_28_16_110_15_4_70_55_179_39_FWD_5_4_4dr_Klc.jpg
acura,Acura_ILX_2014_28_16_110_15_4_70_55_179_39_FWD_5_4_4dr_NIH.jpg,/srv/groups/group2/data/Dataset/Car Brand Classification Dataset/train/Acura/Acura_ILX_2014_28_16_110_15_4_70_55_179_39_FWD_5_4_4dr_NIH.jpg
acura,Acura_ILX_2014_28_16_110_15_4_70_55_179_39_FWD_5_4_4dr_QkT.jpg,/srv/groups/group2/data/Dataset/Car Brand Classification Dataset/train/Acura/Acura_ILX_2014_28_16_110_15_4_70_55_179_39_FWD_5_4_4dr_QkT.jpg
acura,Acura_ILX_2014_28_16_110_15_4_70_55_179_39_FWD_5_4_4dr_yBL.jpg,/srv/groups/group2/data/Dataset/Car Brand Classification Dataset/train/Acura/Acura_ILX_2014_28_16_110_15_4_70_55_179_39_FWD_5_4_4dr_yBL.jpg
acura,Acura_ILX_2015_27_17_150_20_4_70_55_179_24_FWD_5_4_4dr_LJN.jpg,/srv/groups/group2/data/Dataset/Car Brand Classification Dataset/train/Acura/Acura_ILX_2015_27_17_150_20_4_70_55_179_24_FWD_5_4_4dr_LJN.jpg
acura,Acura_ILX_2015_27_17_150_20_4_70_55_179_24_FWD_5_4_4dr_ubo.jpg,/srv/groups/group2/data/Dataset/Car Brand Classification Dataset/train/Acura/Acura_ILX_2015_27_17_150_20_4_70_55_179_24_FWD_5_4_4dr_ubo.jpg
acura,Acura_ILX_2015_27_17_150_20_4_70_55_179_24_FWD_5_4_4dr_UUp.jpg,/srv/groups/group2/data/Dataset/Car Brand Classification Dataset/train/Acura/Acura_ILX_2015_27_17_150_20_4_70_55_179_24_FWD_5_4_4dr_UUp.jpg
acura,Acura_ILX_2016_27_17_200_24_4_70_55_181_25_FWD_5_4_4dr_cAE.jpg,/srv/groups/group2/data/Dataset/Car Brand Classification Dataset/train/Acura/Acura_ILX_2016_27_17_200_24_4_70_55_181_25_FWD_5_4_4dr_cAE.jpg
acura,Acura_ILX_2016_27_17_200_24_4_70_55_181_25_FWD_5_4_4dr_cHR.jpg,/srv/groups/group2/data/Dataset/Car Brand Classification Dataset/train/Acura/Acura_ILX_2016_27_17_200_24_4_70_55_181_25_FWD_5_4_4dr_cHR.jpg
acura,Acura_ILX_2016_27_17_200_24_4_70_55_181_25_FWD_5_4_4dr_DyV.jpg,/srv/groups/group2/data/Dataset/Car Brand Classification Dataset/train/Acura/Acura_ILX_2016_27_17_200_24_4_70_55_181_25_FWD_5_4_4dr_DyV.jpg
acura,Acura_ILX_2016_27_17_200_24_4_70_55_181_25_FWD_5_4_4dr_EsR.jpg,/srv/groups/group2/data/Dataset/Car Brand Classification Dataset/train/Acura/Acura_ILX_2016_27_17_200_24_4_70_55_181_25_FWD_5_4_4dr_EsR.jpg
acura,Acura_ILX_2016_27_17_200_24_4_70_55_181_25_FWD_5_4_4dr_hjw.jpg,/srv/groups/group2/data/Dataset/Car Brand Classification Dataset/train/Acura/Acura_ILX_2016_27_17_200_24_4_70_55_181_25_FWD_5_4_4dr_hjw.jpg
acura,Acura_ILX_2016_27_17_200_24_4_70_55_181_25_FWD_5_4_4dr_nip.jpg,/srv/groups/group2/data/Dataset/Car Brand Classification Dataset/train/Acura/Acura_ILX_2016_27_17_200_24_4_70_55_181_25_FWD_5_4_4dr_nip.jpg
acura,Acura_ILX_2016_27_17_200_24_4_70_55_181_25_FWD_5_4_4dr_NsG.jpg,/srv/groups/group2/data/Dataset/Car Brand Classification Dataset/train/Acura/Acura_ILX_2016_27_17_200_24_4_70_55_181_25_FWD_5_4_4dr_NsG.jpg
acura,Acura_ILX_2016_27_17_200_24_4_70_55_181_25_FWD_5_4_4dr_pdT.jpg,/srv/groups/group2/data/Dataset/Car Brand Classification Dataset/train/Acura/Acura_ILX_2016_27_17_200_24_4_70_55_181_25_FWD_5_4_4dr_pdT.jpg
acura,Acura_ILX_2016_27_17_200_24_4_70_55_181_25_FWD_5_4_4dr_uUU.jpg,/srv/groups/group2/data/Dataset/Car Brand Classification Dataset/train/Acura/Acura_ILX_2016_27_17_200_24_4_70_55_181_25_FWD_5_4_4dr_uUU.jpg
acura,Acura_ILX_2016_27_17_200_24_4_70_55_181_25_FWD_5_4_4dr_VbZ.jpg,/srv/groups/group2/data/Dataset/Car Brand Classification Dataset/train/Acura/Acura_ILX_2016_27_17_200_24_4_70_55_181_25_FWD_5_4_4dr_VbZ.jpg
acura,Acura_ILX_2016_27_17_200_24_4_70_55_181_25_FWD_5_4_4dr_Xgy.jpg,/srv/groups/group2/data/Dataset/Car Brand Classification Dataset/train/Acura/Acura_ILX_2016_27_17_200_24_4_70_55_181_25_FWD_5_4_4dr_Xgy.jpg
acura,Acura_ILX_2016_27_17_200_24_4_70_55_181_25_FWD_5_4_4dr_ZSn.jpg,/srv/groups/group2/data/Dataset/Car Brand Classification Dataset/train/Acura/Acura_ILX_2016_27_17_200_24_4_70_55_181_25_FWD_5_4_4dr_ZSn.jpg
acura,Acura_ILX_2017_27_17_200_24_4_70_55_181_25_FWD_5_4_4dr_lTU.jpg,/srv/groups/group2/data/Dataset/Car Brand Classification Dataset/train/Acura/Acura_ILX_2017_27_17_200_24_4_70_55_181_25_FWD_5_4_4dr_lTU.jpg
acura,Acura_ILX_2017_27_17_200_24_4_70_55_181_25_FWD_5_4_4dr_MMF.jpg,/srv/groups/group2/data/Dataset/Car Brand Classification Dataset/train/Acura/Acura_ILX_2017_27_17_200_24_4_70_55_181_25_FWD_5_4_4dr_MMF.jpg
acura,Acura_ILX_2019_25_17_200_24_4_70_55_182_24_FWD_5_4_4dr_agK.jpg,/srv/groups/group2/data/Dataset/Car Brand Classification Dataset/train/Acura/Acura_ILX_2019_25_17_200_24_4_70_55_182_24_FWD_5_4_4dr_agK.jpg
acura,Acura_ILX_2019_25_17_200_24_4_70_55_182_24_FWD_5_4_4dr_BqL.jpg,/srv/groups/group2/data/Dataset/Car Brand Classification Dataset/train/Acura/Acura_ILX_2019_25_17_200_24_4_70_55_182_24_FWD_5_4_4dr_BqL.jpg
acura,Acura_ILX_2019_25_17_200_24_4_70_55_182_24_FWD_5_4_4dr_dUQ.jpg,/srv/groups/group2/data/Dataset/Car Brand Classification Dataset/train/Acura/Acura_ILX_2019_25_17_200_24_4_70_55_182_24_FWD_5_4_4dr_dUQ.jpg
acura,Acura_ILX_2019_25_17_200_24_4_70_55_182_24_FWD_5_4_4dr_dwu.jpg,/srv/groups/group2/data/Dataset/Car Brand Classification Dataset/train/Acura/Acura_ILX_2019_25_17_200_24_4_70_55_182_24_FWD_5_4_4dr_dwu.jpg
acura,Acura_ILX_2019_25_17_200_24_4_70_55_182_24_FWD_5_4_4dr_fBc.jpg,/srv/groups/group2/data/Dataset/Car Brand Classification Dataset/train/Acura/Acura_ILX_2019_25_17_200_24_4_70_55_182_24_FWD_5_4_4dr_fBc.jpg
acura,Acura_ILX_2019_25_17_200_24_4_70_55_182_24_FWD_5_4_4dr_hYP.jpg,/srv/groups/group2/data/Dataset/Car Brand Classification Dataset/train/Acura/Acura_ILX_2019_25_17_200_24_4_70_55_182_24_FWD_5_4_4dr_hYP.jpg
acura,Acura_ILX_2019_25_17_200_24_4_70_55_182_24_FWD_5_4_4dr_JBV.jpg,/srv/groups/group2/data/Dataset/Car Brand Classification Dataset/train/Acura/Acura_ILX_2019_25_17_200_24_4_70_55_182_24_FWD_5_4_4dr_JBV.jpg
acura,Acura_ILX_2019_25_17_200_24_4_70_55_182_24_FWD_5_4_4dr_jpG.jpg,/srv/groups/group2/data/Dataset/Car Brand Classification Dataset/train/Acura/Acura_ILX_2019_25_17_200_24_4_70_55_182_24_FWD_5_4_4dr_jpG.jpg
acura,Acura_ILX_2019_25_17_200_24_4_70_55_182_24_FWD_5_4_4dr_ktK.jpg,/srv/groups/group2/data/Dataset/Car Brand Classification Dataset/train/Acura/Acura_ILX_2019_25_17_200_24_4_70_55_182_24_FWD_5_4_4dr_ktK.jpg
acura,Acura_ILX_2019_25_17_200_24_4_70_55_182_24_FWD_5_4_4dr_LDK.jpg,/srv/groups/group2/data/Dataset/Car Brand Classification Dataset/train/Acura/Acura_ILX_2019_25_17_200_24_4_70_55_182_24_FWD_5_4_4dr_LDK.jpg
acura,Acura_ILX_2019_25_17_200_24_4_70_55_182_24_FWD_5_4_4dr_RaS.jpg,/srv/groups/group2/data/Dataset/Car Brand Classification Dataset/train/Acura/Acura_ILX_2019_25_17_200_24_4_70_55_182_24_FWD_5_4_4dr_RaS.jpg
acura,Acura_ILX_2019_25_17_200_24_4_70_55_182_24_FWD_5_4_4dr_ryu.jpg,/srv/groups/group2/data/Dataset/Car Brand Classification Dataset/train/Acura/Acura_ILX_2019_25_17_200_24_4_70_55_182_24_FWD_5_4_4dr_ryu.jpg
acura,Acura_ILX_2019_25_17_200_24_4_70_55_182_24_FWD_5_4_4dr_tuf.jpg,/srv/groups/group2/data/Dataset/Car Brand Classification Dataset/train/Acura/Acura_ILX_2019_25_17_200_24_4_70_55_182_24_FWD_5_4_4dr_tuf.jpg
acura,Acura_ILX_2019_25_17_200_24_4_70_55_182_24_FWD_5_4_4dr_urJ.jpg,/srv/groups/group2/data/Dataset/Car Brand Classification Dataset/train/Acura/Acura_ILX_2019_25_17_200_24_4_70_55_182_24_FWD_5_4_4dr_urJ.jpg
acura,Acura_ILX_2020_25_17_200_24_4_70_55_182_24_FWD_5_4_4dr_IPX.jpg,/srv/groups/group2/data/Dataset/Car Brand Classification Dataset/train/Acura/Acura_ILX_2020_25_17_200_24_4_70_55_182_24_FWD_5_4_4dr_IPX.jpg
acura,Acura_ILX_2020_25_17_200_24_4_70_55_182_24_FWD_5_4_4dr_kXz.jpg,/srv/groups/group2/data/Dataset/Car Brand Classification Dataset/train/Acura/Acura_ILX_2020_25_17_200_24_4_70_55_182_24_FWD_5_4_4dr_kXz.jpg
acura,Acura_ILX_2020_25_17_200_24_4_70_55_182_24_FWD_5_4_4dr_mYm.jpg,/srv/groups/group2/data/Dataset/Car Brand Classification Dataset/train/Acura/Acura_ILX_2020_25_17_200_24_4_70_55_182_24_FWD_5_4_4dr_mYm.jpg
acura,Acura_ILX_2020_25_17_200_24_4_70_55_182_24_FWD_5_4_4dr_TRM.jpg,/srv/groups/group2/data/Dataset/Car Brand Classification Dataset/train/Acura/Acura_ILX_2020_25_17_200_24_4_70_55_182_24_FWD_5_4_4dr_TRM.jpg
acura,Acura_ILX_2020_25_17_200_24_4_70_55_182_24_FWD_5_4_4dr_UZf.jpg,/srv/groups/group2/data/Dataset/Car Brand Classification Dataset/train/Acura/Acura_ILX_2020_25_17_200_24_4_70_55_182_24_FWD_5_4_4dr_UZf.jpg
acura,Acura_ILX_2020_25_17_200_24_4_70_55_182_24_FWD_5_4_4dr_XzS.jpg,/srv/groups/group2/data/Dataset/Car Brand Classification Dataset/train/Acura/Acura_ILX_2020_25_17_200_24_4_70_55_182_24_FWD_5_4_4dr_XzS.jpg
acura,Acura_MDX_2011_42_18_300_37_6_78_68_191_16_AWD_7_4_SUV_AYx.jpg,/srv/groups/group2/data/Dataset/Car Brand Classification Dataset/train/Acura/Acura_MDX_2011_42_18_300_37_6_78_68_191_16_AWD_7_4_SUV_AYx.jpg
acura,Acura_MDX_2011_42_18_300_37_6_78_68_191_16_AWD_7_4_SUV_bmG.jpg,/srv/groups/group2/data/Dataset/Car Brand Classification Dataset/train/Acura/Acura_MDX_2011_42_18_300_37_6_78_68_191_16_AWD_7_4_SUV_bmG.jpg
acura,Acura_MDX_2011_42_18_300_37_6_78_68_191_16_AWD_7_4_SUV_BqQ.jpg,/srv/groups/group2/data/Dataset/Car Brand Classification Dataset/train/Acura/Acura_MDX_2011_42_18_300_37_6_78_68_191_16_AWD_7_4_SUV_BqQ.jpg
acura,Acura_MDX_2011_42_18_300_37_6_78_68_191_16_AWD_7_4_SUV_hMH.jpg,/srv/groups/group2/data/Dataset/Car Brand Classification Dataset/train/Acura/Acura_MDX_2011_42_18_300_37_6_78_68_191_16_AWD_7_4_SUV_hMH.jpg
acura,Acura_MDX_2011_42_18_300_37_6_78_68_191_16_AWD_7_4_SUV_HxU.jpg,/srv/groups/group2/data/Dataset/Car Brand Classification Dataset/train/Acura/Acura_MDX_2011_42_18_300_37_6_78_68_191_16_AWD_7_4_SUV_HxU.jpg
acura,Acura_MDX_2011_42_18_300_37_6_78_68_191_16_AWD_7_4_SUV_ILy.jpg,/srv/groups/group2/data/Dataset/Car Brand Classification Dataset/train/Acura/Acura_MDX_2011_42_18_300_37_6_78_68_191_16_AWD_7_4_SUV_ILy.jpg
acura,Acura_MDX_2011_42_18_300_37_6_78_68_191_16_AWD_7_4_SUV_KBL.jpg,/srv/groups/group2/data/Dataset/Car Brand Classification Dataset/train/Acura/Acura_MDX_2011_42_18_300_37_6_78_68_191_16_AWD_7_4_SUV_KBL.jpg
acura,Acura_MDX_2011_42_18_300_37_6_78_68_191_16_AWD_7_4_SUV_lBp.jpg,/srv/groups/group2/data/Dataset/Car Brand Classification Dataset/train/Acura/Acura_MDX_2011_42_18_300_37_6_78_68_191_16_AWD_7_4_SUV_lBp.jpg
acura,Acura_MDX_2011_42_18_300_37_6_78_68_191_16_AWD_7_4_SUV_LUh.jpg,/srv/groups/group2/data/Dataset/Car Brand Classification Dataset/train/Acura/Acura_MDX_2011_42_18_300_37_6_78_68_191_16_AWD_7_4_SUV_LUh.jpg
acura,Acura_MDX_2011_42_18_300_37_6_78_68_191_16_AWD_7_4_SUV_NrV.jpg,/srv/groups/group2/data/Dataset/Car Brand Classification Dataset/train/Acura/Acura_MDX_2011_42_18_300_37_6_78_68_191_16_AWD_7_4_SUV_NrV.jpg
acura,Acura_MDX_2011_42_18_300_37_6_78_68_191_16_AWD_7_4_SUV_rpY.jpg,/srv/groups/group2/data/Dataset/Car Brand Classification Dataset/train/Acura/Acura_MDX_2011_42_18_300_37_6_78_68_191_16_AWD_7_4_SUV_rpY.jpg
acura,Acura_MDX_2011_42_18_300_37_6_78_68_191_16_AWD_7_4_SUV_rVh.jpg,/srv/groups/group2/data/Dataset/Car Brand Classification Dataset/train/Acura/Acura_MDX_2011_42_18_300_37_6_78_68_191_16_AWD_7_4_SUV_rVh.jpg
acura,Acura_MDX_2011_42_18_300_37_6_78_68_191_16_AWD_7_4_SUV_vms.jpg,/srv/groups/group2/data/Dataset/Car Brand Classification Dataset/train/Acura/Acura_MDX_2011_42_18_300_37_6_78_68_191_16_AWD_7_4_SUV_vms.jpg
acura,Acura_MDX_2011_42_18_300_37_6_78_68_191_16_AWD_7_4_SUV_WBt.jpg,/srv/groups/group2/data/Dataset/Car Brand Classification Dataset/train/Acura/Acura_MDX_2011_42_18_300_37_6_78_68_191_16_AWD_7_4_SUV_WBt.jpg
acura,Acura_MDX_2012_43_18_300_37_6_78_68_191_16_AWD_7_4_SUV_btE.jpg,/srv/groups/group2/data/Dataset/Car Brand Classification Dataset/train/Acura/Acura_MDX_2012_43_18_300_37_6_78_68_191_16_AWD_7_4_SUV_btE.jpg
acura,Acura_MDX_2012_43_18_300_37_6_78_68_191_16_AWD_7_4_SUV_GnR.jpg,/srv/groups/group2/data/Dataset/Car Brand Classification Dataset/train/Acura/Acura_MDX_2012_43_18_300_37_6_78_68_191_16_AWD_7_4_SUV_GnR.jpg
acura,Acura_MDX_2012_43_18_300_37_6_78_68_191_16_AWD_7_4_SUV_ikU.jpg,/srv/groups/group2/data/Dataset/Car Brand Classification Dataset/train/Acura/Acura_MDX_2012_43_18_300_37_6_78_68_191_16_AWD_7_4_SUV_ikU.jpg
acura,Acura_MDX_2012_43_18_300_37_6_78_68_191_16_AWD_7_4_SUV_SvO.jpg,/srv/groups/group2/data/Dataset/Car Brand Classification Dataset/train/Acura/Acura_MDX_2012_43_18_300_37_6_78_68_191_16_AWD_7_4_SUV_SvO.jpg
acura,Acura_MDX_2013_43_18_300_37_6_78_68_191_nan_AWD_7_4_SUV_HCv.jpg,/srv/groups/group2/data/Dataset/Car Brand Classification Dataset/train/Acura/Acura_MDX_2013_43_18_300_37_6_78_68_191_nan_AWD_7_4_SUV_HCv.jpg
acura,Acura_MDX_2013_43_18_300_37_6_78_68_191_nan_AWD_7_4_SUV_xNr.jpg,/srv/groups/group2/data/Dataset/Car Brand Classification Dataset/train/Acura/Acura_MDX_2013_43_18_300_37_6_78_68_191_nan_AWD_7_4_SUV_xNr.jpg
acura,Acura_MDX_2014_42_18_290_35_6_77_67_193_20_FWD_7_4_SUV_fbh.jpg,/srv/groups/group2/data/Dataset/Car Brand Classification Dataset/train/Acura/Acura_MDX_2014_42_18_290_35_6_77_67_193_20_FWD_7_4_SUV_fbh.jpg
acura,Acura_MDX_2014_42_18_290_35_6_77_67_193_20_FWD_7_4_SUV_fSe.jpg,/srv/groups/group2/data/Dataset/Car Brand Classification Dataset/train/Acura/Acura_MDX_2014_42_18_290_35_6_77_67_193_20_FWD_7_4_SUV_fSe.jpg
acura,Acura_MDX_2014_42_18_290_35_6_77_67_193_20_FWD_7_4_SUV_Gbd.jpg,/srv/groups/group2/data/Dataset/Car Brand Classification Dataset/train/Acura/Acura_MDX_2014_42_18_290_35_6_77_67_193_20_FWD_7_4_SUV_Gbd.jpg
acura,Acura_MDX_2014_42_18_290_35_6_77_67_193_20_FWD_7_4_SUV_geS.jpg,/srv/groups/group2/data/Dataset/Car Brand Classification Dataset/train/Acura/Acura_MDX_2014_42_18_290_35_6_77_67_193_20_FWD_7_4_SUV_geS.jpg
acura,Acura_MDX_2014_42_18_290_35_6_77_67_193_20_FWD_7_4_SUV_gGv.jpg,/srv/groups/group2/data/Dataset/Car Brand Classification Dataset/train/Acura/Acura_MDX_2014_42_18_290_35_6_77_67_193_20_FWD_7_4_SUV_gGv.jpg
acura,Acura_MDX_2014_42_18_290_35_6_77_67_193_20_FWD_7_4_SUV_hdR.jpg,/srv/groups/group2/data/Dataset/Car Brand Classification Dataset/train/Acura/Acura_MDX_2014_42_18_290_35_6_77_67_193_20_FWD_7_4_SUV_hdR.jpg
acura,Acura_MDX_2014_42_18_290_35_6_77_67_193_20_FWD_7_4_SUV_ibm.jpg,/srv/groups/group2/data/Dataset/Car Brand Classification Dataset/train/Acura/Acura_MDX_2014_42_18_290_35_6_77_67_193_20_FWD_7_4_SUV_ibm.jpg
acura,Acura_MDX_2014_42_18_290_35_6_77_67_193_20_FWD_7_4_SUV_ixd.jpg,/srv/groups/group2/data/Dataset/Car Brand Classification Dataset/train/Acura/Acura_MDX_2014_42_18_290_35_6_77_67_193_20_FWD_7_4_SUV_ixd.jpg
acura,Acura_MDX_2014_42_18_290_35_6_77_67_193_20_FWD_7_4_SUV_jLj.jpg,/srv/groups/group2/data/Dataset/Car Brand Classification Dataset/train/Acura/Acura_MDX_2014_42_18_290_35_6_77_67_193_20_FWD_7_4_SUV_jLj.jpg
acura,Acura_MDX_2014_42_18_290_35_6_77_67_193_20_FWD_7_4_SUV_JQG.jpg,/srv/groups/group2/data/Dataset/Car Brand Classification Dataset/train/Acura/Acura_MDX_2014_42_18_290_35_6_77_67_193_20_FWD_7_4_SUV_JQG.jpg
acura,Acura_MDX_2014_42_18_290_35_6_77_67_193_20_FWD_7_4_SUV_Kir.jpg,/srv/groups/group2/data/Dataset/Car Brand Classification Dataset/train/Acura/Acura_MDX_2014_42_18_290_35_6_77_67_193_20_FWD_7_4_SUV_Kir.jpg
acura,Acura_MDX_2014_42_18_290_35_6_77_67_193_20_FWD_7_4_SUV_kwv.jpg,/srv/groups/group2/data/Dataset/Car Brand Classification Dataset/train/Acura/Acura_MDX_2014_42_18_290_35_6_77_67_193_20_FWD_7_4_SUV_kwv.jpg
acura,Acura_MDX_2014_42_18_290_35_6_77_67_193_20_FWD_7_4_SUV_NCr.jpg,/srv/groups/group2/data/Dataset/Car Brand Classification Dataset/train/Acura/Acura_MDX_2014_42_18_290_35_6_77_67_193_20_FWD_7_4_SUV_NCr.jpg
acura,Acura_MDX_2014_42_18_290_35_6_77_67_193_20_FWD_7_4_SUV_oeM.jpg,/srv/groups/group2/data/Dataset/Car Brand Classification Dataset/train/Acura/Acura_MDX_2014_42_18_290_35_6_77_67_193_20_FWD_7_4_SUV_oeM.jpg
acura,Acura_MDX_2014_42_18_290_35_6_77_67_193_20_FWD_7_4_SUV_OHc.jpg,/srv/groups/group2/data/Dataset/Car Brand Classification Dataset/train/Acura/Acura_MDX_2014_42_18_290_35_6_77_67_193_20_FWD_7_4_SUV_OHc.jpg
acura,Acura_MDX_2014_42_18_290_35_6_77_67_193_20_FWD_7_4_SUV_oiQ.jpg,/srv/groups/group2/data/Dataset/Car Brand Classification Dataset/train/Acura/Acura_MDX_2014_42_18_290_35_6_77_67_193_20_FWD_7_4_SUV_oiQ.jpg
acura,Acura_MDX_2014_42_18_290_35_6_77_67_193_20_FWD_7_4_SUV_oNV.jpg,/srv/groups/group2/data/Dataset/Car Brand Classification Dataset/train/Acura/Acura_MDX_2014_42_18_290_35_6_77_67_193_20_FWD_7_4_SUV_oNV.jpg
acura,Acura_MDX_2014_42_18_290_35_6_77_67_193_20_FWD_7_4_SUV_rTj.jpg,/srv/groups/group2/data/Dataset/Car Brand Classification Dataset/train/Acura/Acura_MDX_2014_42_18_290_35_6_77_67_193_20_FWD_7_4_SUV_rTj.jpg
acura,Acura_MDX_2014_42_18_290_35_6_77_67_193_20_FWD_7_4_SUV_sUB.jpg,/srv/groups/group2/data/Dataset/Car Brand Classification Dataset/train/Acura/Acura_MDX_2014_42_18_290_35_6_77_67_193_20_FWD_7_4_SUV_sUB.jpg
acura,Acura_MDX_2014_42_18_290_35_6_77_67_193_20_FWD_7_4_SUV_xpC.jpg,/srv/groups/group2/data/Dataset/Car Brand Classification Dataset/train/Acura/Acura_MDX_2014_42_18_290_35_6_77_67_193_20_FWD_7_4_SUV_xpC.jpg
